transactionId, period, transactionStatus, units, magnitude, subject
1099,2004.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1100,2004.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1101,2004.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1102,2004.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1103,2004.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1104,2004.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1105,2005.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1106,2005.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1107,2005.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1108,2005.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1109,2005.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1110,2005.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1111,2005.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1112,2005.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1113,2005.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1114,2005.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1115,2005.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1116,2005.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1117,2006.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1118,2006.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1119,2006.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1120,2006.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1121,2006.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1122,2006.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1123,2006.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1124,2006.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1125,2006.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1126,2006.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1127,2006.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1128,2006.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1129,2007.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1130,2007.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1131,2007.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1132,2007.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1133,2007.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1134,2007.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1135,2007.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1136,2007.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1137,2007.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1138,2007.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1139,2007.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1140,2007.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1141,2008.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1142,2008.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1143,2008.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1144,2008.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1145,2008.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1146,2008.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1147,2008.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1148,2008.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1149,2008.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1150,2008.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1151,2008.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1152,2008.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1153,2009.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1154,2009.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1155,2009.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1156,2009.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1157,2009.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1158,2009.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1159,2009.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1160,2009.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1161,2009.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1162,2009.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1163,2009.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1164,2009.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1165,2010.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1166,2010.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1167,2010.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1168,2010.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1169,2010.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1170,2010.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1171,2010.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1172,2010.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1173,2010.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1174,2010.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1175,2010.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1176,2010.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1177,2011.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1178,2011.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1179,2011.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1180,2011.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1181,2011.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1182,2011.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1183,2011.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1184,2011.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1185,2011.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1186,2011.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1187,2011.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1188,2011.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1189,2012.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1190,2012.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1191,2012.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1192,2012.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1193,2012.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1194,2012.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1195,2012.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1196,2012.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1197,2012.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1198,2012.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1199,2012.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1200,2012.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1201,2013.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1202,2013.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1203,2013.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1204,2013.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1205,2013.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1206,2013.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1207,2013.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1208,2013.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1209,2013.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1210,2013.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1211,2013.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1212,2013.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1213,2014.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1214,2014.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1215,2014.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1216,2014.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1217,2014.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1218,2014.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1219,2014.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1220,2014.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1221,2014.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1222,2014.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1223,2014.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1224,2014.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1225,2015.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1226,2015.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1227,2015.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1228,2015.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1229,2015.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1230,2015.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1231,2015.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1232,2015.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1233,2015.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1234,2015.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1235,2015.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1236,2015.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1237,2016.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1238,2016.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1239,2016.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1240,2016.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1241,2016.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1242,2016.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1243,2016.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1244,2016.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1245,2016.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1246,2016.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1247,2016.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1248,2016.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1249,2017.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1250,2017.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1251,2017.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1252,2017.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1253,2017.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1254,2017.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1255,2017.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1256,2017.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1257,2017.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1258,2017.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1259,2017.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1260,2017.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1261,2018.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1262,2018.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1263,2018.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1264,2018.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1265,2018.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1266,2018.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1267,2018.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1268,2018.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1269,2018.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1270,2018.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1271,2018.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1272,2018.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1273,2019.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1274,2019.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1275,2019.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1276,2019.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1277,2019.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1278,2019.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1279,2019.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1280,2019.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1281,2019.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1282,2019.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1283,2019.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1284,2019.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1285,2020.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1286,2020.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1287,2020.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1288,2020.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1289,2020.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1290,2020.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1291,2020.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1292,2020.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1293,2020.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1294,2020.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1295,2020.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1296,2020.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1297,2021.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1298,2021.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1299,2021.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1300,2021.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1301,2021.05,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1302,2021.06,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1303,2021.07,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1304,2021.08,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1305,2021.09,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1306,2021.1,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1307,2021.11,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1308,2021.12,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1309,2022.01,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1310,2022.02,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1311,2022.03,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1312,2022.04,TRANSACTION FAILED,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT
1313,2003.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1314,2003.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1315,2003.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1316,2004.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1317,2004.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1318,2004.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1319,2004.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1320,2004.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1321,2004.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1322,2004.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1323,2004.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1324,2004.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1325,2004.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1326,2004.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1327,2004.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1328,2005.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1329,2005.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1330,2005.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1331,2005.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1332,2005.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1333,2005.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1334,2005.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1335,2005.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1336,2005.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1337,2005.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1338,2005.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1339,2005.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1340,2006.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1341,2006.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1342,2006.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1343,2006.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1344,2006.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1345,2006.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1346,2006.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1347,2006.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1348,2006.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1349,2006.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1350,2006.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1351,2006.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1352,2007.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1353,2007.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1354,2007.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1355,2007.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1356,2007.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1357,2007.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1358,2007.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1359,2007.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1360,2007.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1361,2007.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1362,2007.11,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1363,2007.12,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1364,2008.01,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1365,2008.02,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1366,2008.03,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1367,2008.04,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1368,2008.05,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1369,2008.06,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1370,2008.07,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1371,2008.08,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1372,2008.09,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
1373,2008.1,TRANSACTION FAILED,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT
